id,name,style id,abv,ibu
2628,Suprema,95,7,18
2629,Happy Heron Pale Ale,26,1,88
2630,Mud Puppy Porter,25,9,69
2631,Oatmeal Stout,42,10,29
2632,Rye,95,12,63
2633,Old Scratch Barleywine 2000,45,10,86
2634,Uber APA,26,7,75
2635,Capital Weizen Doppelbock,55,7,20
2636,Old 3rd Street XXX Belgian Strong Ale,85,8,73
2637,Fighting Finches Bock,91,1,66
2642,Kinmount Willie Stout,42,0,46
2643,Kapuziner Gold,50,10,41
2644,Worthington White Shield,92,7,44
2645,Symposium Eisbock,90,8,85
2647,Stillwater Stout,42,8,10
2648,Honey Creek Pale Ale,26,2,8
2649,Edelweiss Dunkel Weissbier,54,11,38
2650,Pilsner of El Salvador,95,10,79
2651,Premier,95,2,45
2652,Eighty Shilling Export Ale,152,9,82
2653,Vondel,162,9,6
2654,Lager Beer,95,5,77
2655,Schild Brau Amber,95,9,33
2656,India Pale Ale,26,8,62
2657,Refreshing Summer Ale,120,6,54
2658,Old Izaak,165,12,54
2659,Imperial Stout,42,12,29
2660,Hefeweissbier Dunkel,17,0,27
2661,Dunkles Hefe Weizen,115,12,50
2662,Kristall Weizen,43,1,13
2663,Big Ale,13,2,42
2665,Flag Porter 1825 Original,25,0,28
2666,Classic Special Brew,95,7,23
2667,Norvig Ale,155,8,29
2668,Millennium Ale,90,4,87
2669,Premium Dark,154,11,62
2670,Premium Lager,151,5,52
2671,McLennium,92,10,53
2672,Pale Ale,26,6,47
2673,Oktoberfest,84,11,58
2674,Hempen Ale,33,3,9
2676,Sod Off,25,11,89
2677,Hop Hearty IPA,31,10,48
2678,Iron Range Amber Lager,95,9,45
2679,Festive Ale 2000,26,3,68
2680,Belgian Brown,82,7,53
2681,Hefeweizen,50,10,68
2682,Honey Lager,95,1,71
2683,Saison,19,12,34
2684,Double Enghien Bruin,43,5,39
2685,Vlas Kop,56,0,64
2686,Double Enghien Blonde Ale,72,0,73
2687,Black Douglas,46,2,70
2689,Fuerte,95,1,46
2691,Hopfenstange Pils,112,5,66
2692,Pewaukee Porter,25,7,8
2693,Amber,33,10,0
2694,Dock Light Golden Ale,41,1,75
2695,Gold Ale,26,8,96
2696,Pride of De Pere,65,4,98
2697,Chesapeake Amber Ale,33,11,56
2698,Barleywine,70,1,16
2699,Big Bad Dog Old English Ale,13,5,65
2700,River Back Jack IPA,31,1,93
2701,Bourbon Barleywine,9,11,0
2702,Mahogany Ale,26,9,18
2703,Flying Horse Pale Ale,26,0,14
2704,Wingdam Wheat,50,5,84
2705,Pale,26,8,15
2706,Red,33,5,15
2708,Hops and Glory American Ale,26,10,73
2709,Hopfenteufel Alt Bier,38,4,65
2710,Saison,167,0,54
2711,Lake Superior ESB,138,5,22
2712,The Only Oat Malt Stout In The World,42,9,15
2713,Pale Rider,26,9,15
2714,Steenbrugge Tripel Blond,2,8,95
2715,Blonde Ale,171,9,81
2716,Original Lager,32,7,74
2717,Korbinian,90,11,88
2719,All Saints Belgian Golden Ale,93,12,70
2720,Porter,25,11,26
2721,Sara Buckwheat Ale,131,7,90
2722,Samson Crystal Lager Beer,136,7,62
2723,White,96,9,4
2724,Raspberry,116,10,18
2725,Belgian Wit,127,9,42
2726,Groovy Beer,38,2,48
2727,Beer,45,4,23
2728,High Noon Wheat Beer,50,5,5
2729,White Fathers Witbier,139,5,86
2730,Bigfoot 1999,55,1,29
2732,Mythical White Grand Cru,153,7,1
2733,Wild Boar Wild Wheat,95,5,38
2734,Beacon Barleywine,4,10,37
2735,Surefire Stout,42,10,57
2736,Moll Dubh Irish Ale,10,8,94
2737,Nitro Pale,26,6,78
2739,Very Special Pale Golden Ale,26,5,87
2740,Golden Ale,26,6,100
2742,Wallace,132,0,79
2743,Alpha King Pale Ale,26,6,86
2744,High Gravity Lager,95,12,71
2745,Bornem Triple,72,5,35
2746,Bornem Double,72,10,23
2747,Bruegel Amber Ale,33,6,82
2748,1888 Bock,90,1,96
2749,Northwoods Lager,95,11,75
2750,Pale Ale,26,4,80
2751,Apple Bach,116,0,15
2752,Star Big Muddy Brown,95,12,3
2753,What the Gent on the Floor is Having 1997,176,3,33
2754,Capital Wisconsin Amber,95,5,61
2755,Hollandia,95,11,97
2756,Original,39,11,71
2757,Capital Munich Dark,7,4,69
2758,Capital Special Pilsner,77,3,93
2759,Maple Wheat,40,10,47
2760,Pale Ale,26,1,1
2761,Auburn Ale,33,9,56
2762,London Pride,165,2,8
2763,Framboise 1997,70,12,40
2764,Ale,19,7,73
2766,Hatuey Beer,95,8,53
2767,Henley Ale,111,0,82
2768,Original Oktoberfest,84,5,50
2769,Jade,29,2,47
2770,Autumn Ale,10,2,30
2771,Chestnut Brown Ale,38,6,6
2772,Affligem Dobbel,138,2,17
2773,Genesee Cream Ale,95,1,41
2784,Smokey the Beer,121,11,92
2785,Snowshoe Ale,38,1,100
2786,Special Amber Lager,95,1,51
2787,Holland Beer,160,6,25
2788,Samuel Adams Spring Ale,24,5,50
2789,Special Beer,95,11,60
2790,Alt Munich Dark,12,2,63
2791,Lager Beer,95,1,50
2792,Calumet Bock,90,2,1
2793,Oderbolz Bock,90,5,54
2794,Piper Down Scottish Ale,79,3,54
2795,Peninsula Pirate Pilsner,149,8,76
2796,Last Stop Stout,42,7,99
2797,Rye I Oughta,95,6,78
2798,Duggie Meyer Wee Heavy,15,1,35
2799,Barleywine,145,12,58
2800,Jack Stout,42,10,38
2801,Porter,25,4,37
2802,Dunkelweiss,21,0,90
2804,Capital Dark Doppelbock,92,8,29
2805,Old Kentucky Stout,42,7,19
2806,Nocturn,13,2,87
2807,Amber Ale,33,1,41
2808,Weissenheimer Wheat,50,11,3
2809,Porter,25,0,96
2810,Transcendental Wheat Beer,95,3,21
2811,Hinterland Packerland Pilsner,27,6,56
2813,Irish Style Ale,152,4,84
2814,Amber Rye Lager,95,11,100
2815,Alt,38,6,36
2816,Samuel Adams Coastal Wheat,50,0,3
2817,Fuel Cafe,81,9,19
2818,Dousman Street Wheat,50,3,55
2819,Raspberry Pilsner,110,11,50
2821,Railroad Street Porter,25,0,22
2822,Nut Brown,38,11,35
2823,Red Ale,33,2,76
2824,Blonde,76,5,71
2825,Amber,33,1,97
2826,Czech Pilsner,17,3,54
2827,Traditional Brackett,71,6,1
2828,Firestarter Smoked Lager,68,12,58
2830,Bohemian Pilsner,96,7,5
2831,Amber,33,4,80
2832,Wheat,95,3,47
2833,Light,97,11,14
2834,Singletrack Copper Ale,26,12,34
2835,Weizen Bier,50,10,60
2836,Broke Spoke Pilsner,45,4,4
2837,London Porter,25,2,63
2838,Shakedown Nut Brown,38,1,82
2839,Bacchanal Blonde,26,9,12
2840,Klisch,115,10,36
2841,Blonde Ale,10,2,93
2842,Freys Weizen,50,8,71
2843,Anniversary Ale,116,2,66
2844,IPA,31,7,43
2845,Pumpkin Lager,31,8,21
2846,Sheepshead Stout,42,12,84
2847,Pull Chain Pail Ale,26,0,76
2848,Downtown Lites Honey Ale,95,12,22
2849,Session Ale,10,0,8
2850,English Brown Ale,38,12,1
2851,Pale Ale,26,3,34
2852,Old World Oktoberfest,84,9,45
2853,Amber,33,6,59
2854,Bavarian Weiss Beer,50,12,26
2855,Honey Lager Light,95,11,89
2856,Pils,95,2,3
2857,Main Street Brown Ale,38,9,25
2858,Post Washington Octoberfest,84,12,28
2859,Old Port Porter,25,4,39
2860,Amber Ale,33,10,16
2861,Pier 96 Lager,95,4,91
2862,1916 Irish Stout,42,9,26
2863,Solstice Wheat,50,11,73
2866,Silver Cream,95,0,73
2868,Steinworthy Oktoberfest,84,5,21
2869,Rauch Ale,139,7,43
2870,Staghorn Oktoberfest,84,5,48
2871,Frozen Tundra,26,0,53
2872,Duinen Tripel,79,6,66
2873,Hefeweizen,50,4,42
2874,Oktoberfest,84,10,16
2875,Sesquicentennial Light Ale,77,7,44
2876,Foxtoberfest,84,7,68
2877,Fox River Golden Ale,108,4,53
2878,Raspberry Ginger Mead,87,2,62
2879,Abbot Pennings Trippel,127,0,65
2880,Princess of Darkness Porter,25,7,8
2881,Premium Pilsener,12,8,74
2882,Lindener Spezial,151,2,81
2883,Pilsener,56,5,98
2884,IPA,31,10,96
2885,IPA,31,1,22
2886,Robertus,95,10,39
2887,Lager,95,10,99
2888,Columbus Bock,90,10,39
2889,Columbus Pils,77,11,19
2890,Lager,95,8,15
2891,Traditional Welsh Ale,50,8,44
2892,White Ale,4,11,31
2893,New Century Beer,98,10,9
2895,Schlafly Witbier,70,9,37
2896,Bullseye Bitter ESB,80,1,87
2897,Steamboat Oatmeal Stout,42,10,19
2898,Iowa Pale Ale,26,12,38
2899,Framboise,70,3,25
2901,Bourbon County Stout,43,9,81
2902,Lake Effect Stout,42,4,81
2903,Alt,38,9,41
2905,Dunkel,95,2,26
2907,Wheat,50,11,36
2908,Pilsner,62,5,56
2909,Witbier,61,10,21
2910,Raspberry,116,4,25
2911,Peninsula Porter,25,4,13
2912,Lighthouse Light,159,12,94
2913,Door County Cherry Wheat,116,8,7
2914,Bayside Blonde Ale,130,2,15
2915,Lighthouse Amber Lager,95,3,92
2916,Highway to Helles,41,5,30
2917,Summer Wheat,95,4,66
2918,Cherry Rail,116,2,81
2919,Raspberry Beer,116,1,76
2920,Poorter,79,8,38
2922,Chapeau Tropical Lambic,70,0,58
2924,Chapeau Fraises Lambic,70,10,69
2925,Berkshire Springs Stock Ale,38,10,28
2927,Barbary Coast Brand Gold Rush Style Beer,64,0,91
2928,Chapeau Mirabelle Lambic,70,1,49
2930,Chapeau Exotic Lambic,70,2,14
2931,Wisconsin Belgian Red Brand,95,2,42
2932,Bokrijks Kruikenbier,143,7,85
2933,Piedmont Porter,25,7,4
2934,Black Honey Ale,95,9,81
2935,Castelain Blond Biere de Garde,135,12,26
2936,Rock River Lager Beer,95,9,20
2937,Blue Moon Abbey Ale,159,2,43
2938,Cream Ale,95,1,6
2939,Copper Kettle Weiss,50,4,39
2940,Raspberry Ale,116,0,14
2941,Drop Anchor Steam,168,6,73
2942,Old Glory American Pale Ale,26,5,26
2943,Black Wolf Ale,26,12,8
2945,Crop Circle Wheat,50,12,60
2946,Landmark Gold,26,5,77
2947,Mad Badger Barley Wine,41,5,20
2948,Pinckney Street Pale Ale,26,3,3
2949,Raspy Raspberry Weiss,116,9,90
2950,Triple Treat,65,8,63
2951,Black Diamond Porter,25,9,72
2952,Heartland Weiss,50,8,91
2953,Badger Red Ale,33,4,16
2954,Goldenshine,26,6,8
2955,1798 Revolution,10,2,1
2958,Hinterland Maple Bock,135,5,18
2959,Norski Honey Bock,95,6,71
2960,Black and Tan,95,5,51
2961,Apple Ale,116,8,14
2962,Bishops Finger Kentish Strong Ale,28,11,55
2963,Hinterland Honey Wheat,95,2,11
2964,Hinterland Pale Ale,26,7,80
2965,Flaming Crane Chili Beer,117,5,20
2966,Zoo Brew 25,26,12,71
2967,Carhenge Wheat,90,4,94
2968,Honey Ale,95,3,97
2969,Zwickel,95,2,21
2970,Golden Rail,172,5,75
2972,Woody Creek White,67,6,45
2973,Big Horn Total Disorder Porter,25,4,22
2974,Big Horn Fort Collins Stout,42,9,26
2975,Big Horn Big Red Ale,26,8,16
2976,Big Horn Buttface Amber,33,5,40
2977,Big Horn Wyoming Blonde,84,1,37
2978,Big Horn Hefeweizen,50,10,26
2979,Big Horn Bluesberry,116,6,74
2980,Big Horn Light,95,0,57
2981,Tundrabeary Ale,116,0,70
2982,Black Powder Stout,42,2,70
2983,Bottom Up Wit,67,4,74
2985,Obliteration VI,32,0,4
2986,Dragon Stout,42,12,55
2987,Red Eye Lager,95,3,55
2988,Wild West Beer,26,10,78
2989,Doppelbock,90,1,24
2990,Jack Whacker Wheat Ale,116,9,28
2991,Grizzly Wulff Wheat,72,8,68
2992,Wild Wyo Wheat,95,4,53
2993,Dark,169,6,6
2994,Oil Can Stout,42,12,1
2995,Red Line Amber,33,7,48
2996,Smoke Jump Stout,42,9,94
2997,Firehouse Red,26,3,43
2998,Brown Cow Ale,38,9,56
2999,Barely Blond,151,6,48
3000,Wilderness Wheat,95,0,52
3001,Buffalo Stout,42,7,96
3002,Ringneck Red Ale,33,5,47
3003,Midnight Star Ale,26,6,85
3004,Canary Wheat,50,11,99
3005,Belgian Summer Ale,158,2,64
3006,Black Hawk Stout,42,9,70
3007,ESB,13,0,77
3008,Pointer Brown Ale,38,0,91
3009,Topping Pale Ale,26,2,56
3010,Capital Raspberry Wheat,116,4,58
3011,Vimalt Wheat,95,5,93
3017,Schierlinger Roggen,95,1,7
3018,Master Brew Bitter,175,5,36
3019,Victory Ale,64,2,12
3020,Spitfire Premium Kentish Strong Ale,148,4,86
3021,Hinterland Amber Ale,33,10,23
3022,Weisse,50,11,64
3023,Classic American Pale Ale,26,6,27
3024,Irish Stout,42,0,75
3025,Hefeweizen,50,1,76
3026,Irish Ale,10,5,18
3027,Hinterland Pub Draught,26,1,37
3028,Fort Edward Augustus 1770 Scottish Ale,148,2,47
3030,Hopping Turtle Pale Ale,26,6,83
3031,Railyard Ale,33,10,74
3033,Old Broadway Cream Ale,95,6,67
3034,Helles Honey Bock,90,2,28
3035,Summer Alt,38,9,53
3036,Dunkelweisse,156,7,7
3037,Ribleymeister Light,95,11,67
3038,Black Cobra Stout,42,11,23
3039,Red Rocket Amber Ale,33,10,53
3040,Flying Aces Ale,26,5,31
3041,Golden Hawk Wheat Beer,95,2,85
3042,Arkham Stout,42,3,19
3043,Red Toad Amber Ale,33,5,18
3044,Off The Rail Pale Ale,26,7,26
3045,Wigged Pig Wheat,95,6,68
3046,Bucktown Stout,42,11,9
3047,Raging River Ale,151,7,80
3048,Cherry Ale,116,6,72
3049,Hefeweizen,50,0,98
3050,Old Davenport Gold,26,3,44
3051,Stonecutter Stout,42,4,65
3052,Bandit IPA,31,7,53
3053,Railyard Ale,38,1,35
3054,Maibock,90,11,37
3055,Vanilla Creme Ale,64,9,31
3056,Barnstormer Pale Ale,26,6,60
3057,Tallgrass Prairie Gold,143,0,46
3058,Ramrod Special Bitter Ale,128,1,8
3059,Ten Penny American Bitter,26,11,98
3060,German Premium Dark,38,0,85
3062,Goose Shit Ale,38,8,83
3063,Alt,38,10,91
3066,Stone Beer,16,10,24
3067,Hex Nut Brown Ale,38,8,97
3068,Red Raspberry,116,5,38
3069,Spiced Porter,52,12,77
3070,Nut Brown,38,11,0
3071,Berliner Weisse,31,8,45
3072,Railroad Stout,42,9,85
3073,Doubledecker Doppelbock,90,5,94
3075,Light,43,11,42
3076,India Pale Ale,26,7,93
3077,Red Fox Amber,33,3,36
3078,Bullfrog Bitter ESB,54,6,70
3079,Maibock,90,7,35
3080,Whistle Stop Weiss Beer,50,10,78
3081,Windy City Pilsner,77,6,30
3082,Calumet Dark,25,0,32
3083,Calumet Amber,33,2,44
3084,Calumet Pils,162,11,12
3086,Calumet Wheat,95,3,17
3087,Honey Double Maibock,91,1,18
3089,Old Foghorn 1998,174,4,33
3090,Double Dark,99,11,88
3091,Original Lager,84,1,59
3092,Original,95,3,27
3093,Old Style,95,0,40
3094,Paddywhack IPA,31,5,35
3095,Kriek,70,12,58
3096,Badger Porter,25,5,46
3097,Old Backus Barleywine 1997,35,2,46
3098,Dempsey Stout,42,6,81
3099,Berghoff Original Lager Beer,95,4,68
3100,Berghoff Hefeweizen,50,9,71
3101,Stout,42,5,0
3102,Shiner Kosmos Reserve,95,7,34
3104,Grand Cru,103,1,9
3105,Dubbel Ale,149,6,0
3106,Saint Arnold Brown Ale,38,12,74
3107,Rainbow Red Ale,33,11,20
3108,Skullsplitter Ale,15,9,74
3109,Fraoch Heather Ale,100,5,18
3110,Great Lakes Amber Ale,33,2,56
3111,Balboa Cerveza Pilsner,95,4,13
3112,Atlas Lager,95,6,26
3113,Killer Beer Dark Honey Ale,25,10,44
3114,Koff Special III,129,11,97
3115,Schlitz,95,8,51
3116,Hefe Weissbier,50,9,26
3117,Kozel Premium,16,9,38
3118,Golden Rose,38,11,98
3119,Beer,95,5,18
3120,Paddy Pale Ale,26,1,22
3121,Old Speckled Hen,1,9,41
3122,Capital Maibock,91,11,56
3124,Port Clinton Porter,25,4,5
3125,5 Malt Ale,33,1,95
3126,Brown Ale,38,3,91
3128,Pertotale Faro,63,6,57
3129,Monk Brown Ale,149,2,74
3130,Goudenband 1996,111,7,10
3131,Blanche de Bruges,111,9,71
3132,Brockton Black Lager,86,4,44
3133,Traditional Ale,38,6,55
3134,Premium Lager,95,12,30
3135,Kings Pilsener,45,6,56
3136,Locomotive Stout,42,7,83
3137,Golden Pale,42,0,64
3139,Dunkel Weizen,52,9,0
3140,Extra Pale Ale,26,10,69
3141,Chubby Brown,38,5,13
3142,Prairie Path Golden Ale,98,0,29
3143,Nut Brown,38,7,37
3145,Black Forest Dunkelweizen,165,4,15
3146,Red,33,7,76
3148,Blacksmith Stout,42,7,38
3149,Hidden River Red Ale,26,5,79
3150,Heritage Wheat,95,12,73
3151,Founders Light,26,12,74
3152,Dark Satin,86,9,40
3153,Palpitations Porter,25,6,2
3155,Very Pale Ale,26,8,9
3156,Weisen,50,7,7
3157,Sweeney Stout,42,10,89
3158,Aurora Amber Ale,26,2,80
3159,Honey Wheat Ale,95,2,39
3160,Golden Light,26,4,11
3161,Payton Pilsner,100,4,12
3162,Triple Nickel Irish Stout,42,1,13
3163,Honey Brown Ale,38,1,66
3164,Old Glory American Pale,26,5,52
3165,Vanilla Creme Ale,124,8,71
3166,Ale,26,8,16
3167,Prairie Light,139,3,72
3168,South Barrington Stout,42,6,55
3169,Wheat Honey Ale,95,10,80
3170,Dark Star,25,1,11
3171,Panther Ale,26,0,41
3172,Prairie Inn Pilsner,29,6,59
3173,Country Ale,26,10,77
3174,Harvest Amber Ale,33,7,11
3175,Olde Orchard Ale,116,9,71
3176,Bockbier,90,11,12
3177,Eighty Shilling Ale,68,6,75
3178,Prairie Wheat Beer,95,12,21
3179,Main Street Raz,116,10,42
3180,Scapegoat Doppelbock,90,4,25
3181,Scapegoat Bock,90,12,75
3183,Original Pils,79,12,61
3184,Burton Porter,25,3,14
3185,Saison 1900,166,10,48
3186,Brandywine Valley Lager,108,12,54
3187,Strong Brown Ale,13,12,65
3188,Kilgubbin Irish Ale,33,8,38
3189,Stockyard Stout,42,11,98
3190,Prohibition Smokehouse Porter,95,5,71
3191,Blacksmith Bitter Ale,170,10,15
3192,Chicago Fire,26,12,32
3193,Haymarket Pilsner,95,11,97
3194,Magnificent Mild,10,12,62
3195,Alt,38,10,9
3196,Dublin Stout,42,0,64
3197,Rye Stout,95,7,37
3198,Porter,25,0,33
3199,Geordie Brown Ale,38,5,64
3200,Ruby Mild,10,11,26
3201,Dusseldorfer Doppelbock,90,7,20
3202,Dublin Stout,42,4,31
3203,Amber Ale,33,9,59
3204,Nut Brown Ale,38,7,40
3205,ESB,58,12,81
3207,Berliner Weisse,89,8,26
3208,Pilsner,95,8,24
3209,Wee Heavy,15,12,50
3210,Bavarian Weiss,50,0,10
3211,Kristall Weiss,128,8,43
3212,Black Jack Stout,42,5,94
3213,Eccentric Ale,38,3,49
3214,Zig Zag Lager,70,11,2
3215,Red Top Rye,95,1,36
3217,Old Market Stout,42,2,10
3218,Heartland Hefeweizen,50,8,52
3219,Strong Scotch Ale,15,7,87
3220,Raspberry Porter,63,0,60
3221,Oatmeal Stout,42,11,21
3222,India Pale Ale,26,12,60
3223,Avalanche Amber,33,3,22
3224,Mountain Wheat,95,6,60
3225,Nut Brown Ale,38,8,34
3226,Watermelon,25,9,77
3227,1337 Pale Ale,61,12,77
3228,Blackberry,116,6,100
3229,Light,131,12,93
3230,Hazelnut Stout,31,0,40
3231,Sasquatch Stout,42,12,19
3232,Blackbird Porter,25,10,59
3233,Bubbaganoush Pale Ale,26,6,47
3234,Agassiz Amber,33,9,57
3235,Original Munich Premium Lager,50,0,96
3236,Bock,90,11,70
3237,Sly Fox Christmas Ale,141,5,23
3238,Winterhook Robust Winter Ale 1993,174,6,66
3239,Wee Heavy,15,10,78
3240,Spiced Ale,131,12,35
3241,Doppelbock,90,12,35
3243,Blond Barleywine,98,0,18
3244,Bombay by Boat IPA,31,6,81
3245,ESB,135,2,62
3246,Sir Francis Stout,42,10,90
3248,Export,145,9,22
3249,Wheat Hook,95,4,93
3250,Pacific Porter,25,11,25
3252,Bigfoot 1991,58,0,39
3253,India Pale Ale,26,5,29
3254,Imperial Stout,42,2,47
3255,Horn of the Bear Barleywine,170,10,68
3256,Our Special Ale 1992,121,3,96
3257,Red Nose,113,0,41
3258,Winter Solstice Seasonal Ale 1992,94,0,76
3259,Hoppy Holidaze,112,9,15
3260,Hammerhead Barleywine 1990,165,4,64
3261,Celebration Ale 1992,26,12,70
3262,Jolly Roger,36,10,75
3263,Holiday Wheat Bock,90,7,8
3264,Wintertime Ale 1992,38,9,13
3265,Hibernator Winter Ale,160,5,89
3266,Dunkel Hefeweizen,166,6,22
3267,Hefeweizen,95,7,30
3268,Pale Ale,26,8,53
3269,Dark,25,3,14
3270,Amber,33,11,39
3271,Pale,26,5,43
3272,Aviator Doppelbock,90,4,13
3273,Honest Stout,42,7,61
3274,Christmas Ale,23,1,85
3275,Hornet Tail IPA,31,3,54
3276,Magic Brew,38,2,45
3277,Red Rock,33,3,76
3278,Harvest Gold,41,5,33
3279,Independence Ale,26,3,48
3280,Klout,42,2,65
3281,Klassic,26,12,51
3282,Krystal,95,2,31
3283,Stout,42,7,61
3284,Storm Cellar Porter,25,7,0
3285,Redwood Amber,33,8,58
3286,Red Nectar,33,12,64
3287,Gold Rush,26,8,100
3288,Honey and Ginger Ale,55,4,16
3289,Coal Porter,25,11,47
3290,Gold Rush Ale,26,1,3
3291,Wicked Springfest,91,6,35
3292,Peaches and Cream,116,8,23
3293,Special Export,95,3,13
3295,Bock Dark,90,12,64
3296,Wheat,95,8,1
3297,Red Ale,33,4,13
3298,American Pilsner,33,8,99
3302,Beer,100,12,17
3304,Extra Special Bitter Ale,77,2,33
3305,Noche Buena Special Holiday Amber Beer,95,0,32
3306,Moss Bay Extra,142,0,62
3307,Brown Ale,38,6,23
3308,Walnut Buffalo Gold Premium Ale,140,0,46
3309,Tripppleberry Wheat,116,8,34
3310,Bighorn IPA,31,12,86
3311,Kickstart Oatmeal Stout,42,3,14
3312,Beachballs Red Ale,38,7,39
3313,Blonde Ale,68,1,62
3314,34th Street Porter,25,8,55
3315,Bourbon Street Stout,42,5,6
3316,Irish Red,26,5,99
3317,Summer Wheat,95,6,29
3318,Double ZZ Raspberry Wheat,116,8,34
3319,Voluptuous Blonde,154,11,92
3320,VHB,26,7,96
3321,Pale Ale,26,9,23
3322,Hemp Ale,48,7,92
3323,Barleywine,148,11,3
3324,Auld Lang Syne,158,1,23
3325,India Pale Ale,26,2,75
3326,Prohibition Pale Ale,26,11,89
3327,Stout of Circumstance,42,10,90
3328,Cole Porter,25,11,94
3329,Prescription Pale,26,5,3
3330,Golden Bitter,1,4,5
3332,Frambosia,116,3,38
3333,Buffalo Nutty Brown,38,1,34
3334,Celebration Red,33,3,53
3335,Four Sheets Cream Ale,95,9,38
3336,Amber Lager,95,11,47
3337,Gray Whale,26,11,24
3338,Bigfoot 1997,11,5,25
3339,Holiday Scottish Strong Ale,15,1,21
3340,Bigfoot 1996,175,11,31
3341,Grozet Gooseberry and Wheat Ale,116,6,28
3342,Cascadian Dark Ale,14,11,70
3343,Edomae,8,8,96
3344,Amber Ale,33,8,54
3345,Drawbridge Blonde,135,6,60
3346,India Ale,26,10,12
3347,Kona Coffee Stout,42,9,97
3348,Kuaipa,31,9,46
3349,XXXXX Stout,42,8,44
3350,Jubelale,141,9,72
3351,Cross of Gold,37,4,62
3352,Harvest Ale,26,4,65
3353,East India Pale Ale,26,2,63
3354,Jacobite Ale,10,6,94
3355,Alba Scots Pine Ale,30,11,32
3356,Wicked Winter Brew,121,6,63
3357,Wassail Winter Ale,13,6,15
3358,Oatmeal Stout,42,7,85
3359,Our Special Ale 1997,113,8,98
3360,Road Dog Ale,25,10,49
3361,Jack Frost Winter Doppelbock,90,11,54
3362,Doggie Style Ale,26,12,40
3363,Frolic Shipwreck 1850 Ale,13,7,19
3364,Rauchbier,19,9,69
3365,Frambozen,70,3,69
3366,Christmas Ale,38,1,67
3367,Sweaty Betty Blonde,116,8,53
3368,Gingerwheat,11,1,55
3369,Grapefruit IPA,75,4,40
3370,Pale Ale,26,0,32
3371,Stealth Dark Ale,25,5,27
3372,Red Eye Amber,33,11,78
3374,Porter,25,9,74
3375,Scotch,26,1,91
3376,Rauchbier,16,1,54
3377,Great White Beer,49,0,87
3378,Beer,95,12,8
3379,Eisbock,90,8,30
3380,Kriek,116,0,70
3381,Apple Ale,116,6,68
3382,Weisse Beer,95,3,2
3383,Saaz Pilsner,163,4,75
3384,Premium Light,26,9,31
3385,Best Bitter,134,5,37
3386,Old Jack,13,1,16
3387,Nut Brown Ale,38,6,52
3388,Brown Ale,38,7,91
3389,Saint Arnold Texas Weat,103,8,89
3390,Amarossa,40,0,64
3391,Amber,95,10,49
3392,Pecan Street Lager,95,7,95
3394,Scottish Ale,7,11,34
3395,Buffalo Ale,33,2,95
3396,Dunkel Weizen,153,11,57
3397,Oktoberfest,84,11,98
3398,Rodeo Red,26,11,70
3399,Red Lager,95,1,36
3400,Shawnee Amber Ale,33,0,86
3401,Windmill Wheat Ale,50,3,45
3402,Yellow Rose Cream Ale,95,7,68
3403,Blueberry Blonde,116,7,20
3404,Cask Scotch Ale,51,9,9
3405,Icehaus Pale Ale,26,2,62
3406,Oktoberfest,84,7,100
3407,White Rock Red,33,9,54
3408,Golden Wheat,95,5,96
3409,Big Black Stout,42,6,28
3410,Classic Pale,26,6,17
3412,Brown,38,6,100
3413,Oktoberfest,84,3,43
3414,Light Ale,157,6,43
3415,Bavarian Wheat,50,4,11
3416,Pilsner,95,12,3
3417,Rainbow Trout Stout,42,6,60
3418,Vail Pale Ale,26,6,7
3419,Dunkelweizen,40,0,11
3420,Downtown Brown,38,2,55
3421,Oktoberfest,84,11,36
3422,Pegasus Pilsner,103,3,30
3423,Ranger Red,33,1,20
3424,Shiner Blonde,95,4,70
3425,Honey Bock,90,3,3
3426,Black Dog Yellowstone Ale,26,8,83
3427,Samuel Adams Golden Pilsner,88,9,46
3428,Hard Core Crisp Apple Cider,151,2,72
3430,Classic Pale Ale,26,12,29
3431,Rhubarb,116,11,19
3432,Apricot,116,8,80
3433,Hefeweizen,50,1,25
3434,Northwest Pale Ale,26,2,62
3435,Satin Stout,42,3,2
3436,Bull Town Brown,38,2,63
3437,Melon Head Red,33,7,7
3438,Honey Wheat,95,3,33
3439,Double Eagle Scotch Ale,12,2,99
3440,Double Eagle Brown Ale,38,8,24
3441,Double Eagle Golden Ale,26,4,93
3442,Davie Poplar IPA,31,1,67
3443,Blackwood Mountain Stout,42,7,95
3444,Bitter,110,12,91
3445,Iron Mine Pale Ale,26,6,56
3446,Big Bertha Brown,38,5,93
3447,IPA,31,5,94
3448,Stout,42,1,79
3449,Amber,33,1,9
3450,Lager,95,8,31
3451,Stout,42,1,85
3452,Nut Brown Ale,38,11,80
3453,Greenshields Pale Ale,26,5,52
3454,Munich Summer Fest,84,10,22
3455,Amber,33,10,24
3456,Pilsner,47,12,67
3457,Tornado Ale,26,2,99
3458,Hoppy Claus Holiday Ale,141,7,97
3459,Black Hawk Stout,42,5,52
3460,Yuletide Porter,25,5,56
3461,Total Eclipse Black Ale,42,1,87
3462,Rosed Porter,25,2,76
3463,Saranac Winter Wassail,141,0,19
3464,Traditional ESB,61,4,86
3465,Amber Ale,33,2,23
3466,Golden Gate Copper Ale,33,2,38
3467,Desperado Pale Ale,26,4,7
3468,Sun Fest,95,5,51
3469,Our Special Ale 1996,138,11,83
3470,Best Bitter Ale,78,5,0
