id,name,address,city,state,code,country,phone,website
770,Lammin Sahti Oy,Liesontie 554,Lammi,,0,Finland,358-3-633-5444,
771,Lancaster Brewing Co.,302 N. Plum St.,Lancaster,Pennsylvania,17602,United States,717-391-6258,http://www.lancasterbrewing.com/index.html
772,Lanchester Brewing,Durham DH7 0NT,Durham,Durham,,United Kingdom,,
773,Lang Creek Brewry,655 Lang Creek Road,Marion,Montana,59925,United States,(406) 858-2200,http://langcreekbrewery.com/
774,Latrobe Brewing,,Latrobe,Pennsylvania,,United States,,
775,Laughing Dog Brewing,55 Emerald Industrial Park Road,Ponderay,Idaho,83852,United States,208-263-9222,http://www.laughingdogbrewing.com/
776,Lazy Magnolia Brewing Company,7030 Roscoe Turner Rd,Kiln,Mississippi,39556,United States,(228) 467-2727,http://www.lazymagnolia.com/
777,Le Cheval Blanc,809 Rue Ontario Est,Montreal,Quebec,0,Canada,1-514-522-0211,
778,Left Coast Brewing,1245 Puerta del Sol,San Clemente,California,92673,United States,1-949-361-9972,
779,Left Hand Brewing Company,1265 Boston Avenue,Longmont,Colorado,80501,United States,1-303-772-0258,http://www.lefthandbrewing.com/
780,Legacy Brewing Co.,545 Canal Street,Reading,Pennsylvania,19602,United States,(610) 376-9996,http://www.legacybrewing.com
781,Legends Brewhouse & Eatery of Green Bay,2840 Shawano Avenue,Green Bay,Wisconsin,54313,United States,1-920-662-1111,
782,Leinenkugel's Ballyard Brewery,,Phoenix,Arizona,,United States,,
783,Lewis & Clark Brewing Company,939 Getchell Street,Helena,Montana,59601,United States,(406) 442-5960,http://lewisandclarkbrewing.com/
784,Liberty Steakhouse and Brewery,1321 Celebrity Circle,Myrtle Beach,South Carolina,29577,United States,843.626.4677,http://www.libertysteakhouseandbrewery.com/
785,Licher Privatbrauerei,In den Hardtberggrten,Lich,Hessen,,Germany,49-(0)6404-/-82-0,
786,Liefmans Breweries,Wontergemstraat 42,Dentergem,West-Vlaanderen,,Belgium,32-051-63-36-81,
787,Lift Bridge Brewery,,Stillwater,Minnesota,,United States,,http://www.liftbridgebrewery.com/
788,Lighthouse Brewing,2 - 836 Devonshire Road,Victoria,British Columbia,0,Canada,1-888-862-7500,
789,Lightning Boy Brewery,,Belgrade,Montana,,United States,,
790,Limburg Beer Company,500 Williams Street,Hawkes Bay,,,New Zealand,64-(06)-878-5542,
791,Lion Brewery Ceylon Ltd.,"No-254, Colombo Road",Colombo,,,Sri Lanka,94-331535-42,http://www.lionbeer.com/
792,Lion Brewery Inc.,700 North Pennsylvania Blvd.,Wilkes Barre,Pennsylvania,18705,United States,(800) 233-8327,http://www.lionbrewery.com/
793,Lion Nathan Australia  Hunter Street,"Level 15, 20 Hunter Street",Sydney,New South Wales,,Australia,61-(02)-9320-2200,
794,Listermann Brewing Company,1621 Dana Ave.,Cincinnati,Ohio,45212,United States,(513) 731-1130,http://www.listermann.com/
795,Little Apple Brewing,1110 Westloop Center,Manhattan,Kansas,66502,United States,1-785-539-5500,
796,Little Creatures Brewery,40 Mews Road,Fremantle,WA,6160,Australia,+61 8 9430 5155,http://www.littlecreatures.com.au/
797,Live Oak Brewing,3301-B East Fifth Street,Austin,Texas,78702,United States,1-512-385-2299,http://www.liveoakbrewing.com/
798,Loaf and Stein Brewing,,Eagle River,Wisconsin,,United States,,
799,Lobkowiczk Pivovar Vysok Chlumec,CZ-262 52 Vysok Chlumec,Vysok Chlumec,,,Czech Republic,420-318-865-321,
800,Logjam Microbrewery,B-4864 Cty Rd F,Unity,Wisconsin,54488,United States,715-223-4336,http://www.logjambeer.com/
801,Long Trail Brewing Co,Route 4 & 100A,Bridgewater Corners,Vermont,5035,United States,802) 672-5011,http://www.longtrail.com/
802,Long Valley Pub & Brewery,1 Fairmount Road,Long Valley,New Jersey,7853,United States,1-908-876-1122,
803,Lost Coast Brewery,617 Fourth Street,Eureka,California,95501,United States,1-707-445-4484,http://www.lostcoast.com/
804,LÃƒÂ¶wenbrÃƒÂ¤u Brauerei,Nymphenburger StraÃƒÅ¸e 4,MÃƒÂ¼nchen,Bayern,,Germany,49-(0)89-/-5200-0,
805,Lwenbru Munich,Toronto ON,Toronto,Ontario,,Canada,,
806,Lwenbru Zrich,Brandschenkestrasse 150,Zrich,,,Switzerland,,
807,Maclay and Co.,,Clackmannan,Scotland,,United Kingdom,,
808,Mad Anthony Brewing,2002 Broadway,Fort Wayne,Indiana,46802,United States,1-260-426-2537,
809,Mad Crab Restaurant and Brewery,,Strongsville,Ohio,,United States,,
810,Mad River Brewing,195 Taylor Way,Blue Lake,California,95525,United States,1-707-668-4151,
811,Mad River Brewing Company,101 Taylor Way,Blue Lake,California,95525,United States,707-668-4151,http://www.madriverbrewing.com/
812,Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont,5403,United States,1-802-658-2739,http://www.magichat.net/
813,Magnolia Pub and Brewery,1398 Haight Street,San Francisco,California,94117,United States,1-415-864-7468,http://www.magnoliapub.com/
814,Main Street Alehouse,333 North Main Avenue,Gresham,Oregon,97030,United States,1-503-669-0569,
815,Main Street Beer Company #1,,Richmond,Virginia,,United States,,
816,Main Street Brewery,300 North Main Street,Corona,California,92880,United States,1-951-371-1471,
817,Main Street Brewing,,Dallas,Texas,,United States,,
818,"Main Street Station Casino, Brewery and Hotel",200 North Main Street,Las Vegas,Nevada,89101,United States,1-800-713-8933,
819,Maisel Bru,Moosstrae 46,Bamberg,Bayern,,Germany,49-(0)951-/-91827-0,
820,Malt Shovel Brewery,99 Pyrmont Bridge Road,Camperdown,New South Wales,,Australia,61-(02)-9519-3579,http://www.maltshovel.com.au/
821,Mambo Beer,10920 North Port Washington Road,Mequon,Wisconsin,53092,United States,1-888-548-3754,
822,Mammoth Brewing,24 Lake Mary Road,Mammoth Lakes,California,93546,United States,1-760-934-2337,
823,Manayunk Brewery and Restaurant,4120 Main Street,Philadelphia,Pennsylvania,19127,United States,1-215-482-8220,http://www.manayunkbrewery.com/
824,Manhattan Beach Brewing,124 Manhattan Beach Boulevard,Manhattan Beach,California,90266,United States,1-310-378-2744,
825,Marble Brewery,111 Marble Ave NW,Albuquerque,New Mexico,87102,United States,505.243.2739,http://marblebrewery.com/
826,Margaritaville Brewing Company,,Jacksonville,Florida,32209,United States,(877) 742-7501,http://www.landsharklager.com/
827,Marin Brewing,1809 Larkspur Landing Circle,Larkspur Landing,California,94939,United States,1-415-461-4677,
828,Marine Pub & Brewhouse,5820 Marine Drive,Burnaby,British Columbia,0,Canada,1-604-435-2245,
829,Maritime Pacific Brewing,1514 NW Leary Way,Seattle,Washington,98107,United States,1-206-782-6181,
830,Marquette Harbor Brewery and Restaurant,119 South Front Street,Marquette,Michigan,49855,United States,1-906-228-3533,
831,Marshall Brewing Company,618 S. Wheeling Ave,Tulsa,Oklahoma,74104,United States,(918) 292-8781,http://marshallbrewing.com
832,Martini-Brauerei,Klnische Strae 94-104,Kassel,Hessen,,Germany,49-(0)561-/-7885-0,
833,Marzoni's Brick Oven & Brewing Co,165 Patchway Road,Duncansville,Pennsylvania,16635,United States,814-695-2931,http://www.marzonis.com/
834,Mash House Restaurant and Brewery,4150 Sycamore Dairy Road,Fayetteville,North Carolina,28303,United States,1-910-867-9223,
835,Matilda Bay Brewing,130 Stirling Highway,North Fremantle,Western Australia,,Australia,61-(08)-9430-0777,
836,Maui Brewing Co.,4405 Honoapiilani Highway #217,"Lahaina, Maui",Hawaii,96761,United States,808.669.3474,http://mauibrewingco.com/
837,Maumee Bay Brewing,27 Broadway,Toledo,Ohio,43602,United States,1-419-243-1302,
839,McCoy's Public House and Brewkitchen,4057 Pennsylvania Avenue,Kansas City,Missouri,64111,United States,1-816-960-0866,
840,McGuire's Irish Pub and Brewery - Pensacola,600 East Gregory Street,Pensacola,Florida,32501,United States,1-850-433-6789,
841,McKenzie Brew House,451 Wilmington-West Chester Pike,Glen Mills,Pennsylvania,19342,United States,1-610-361-9800,http://www.mckenziebrewhouse.com
842,McMenamins Mill Creek,13300 Bothell-Everett Highway #304,Mill Creek,Washington,98012,United States,1-425-316-0520,
843,McMullen & Sons,26 Old Cross,Hertford,Hertfordshire,,United Kingdom,44-(01992)-584911,
844,Meantime Brewing Company Limited,2 Penhall Road,Greenwich,London,SE7 8RX,United Kingdom,44-(020)-8293-1111,http://www.meantimebrewing.com/
845,Meckatzer Lwenbru,Meckatz 10,Heimenkirch,Bayern,,Germany,49-(0)8381-/-504-0,
846,Mehana Brewing,275 East Kawili Street,Hilo,Hawaii,96720,United States,1-808-934-8211,
847,Mendocino Brewing - Hopland,13351 Highway 101,Hopland,California,95449,United States,1-707-744-1361,
848,Mendocino Brewing - Saratoga Springs,,Saratoga Springs,New York,,United States,,http://www.mendobrew.com/
849,Mendocino Brewing - Ukiah,1601 Airport Road,Ukiah,California,95482,United States,1-707-463-2627,
850,Mercury Brewing Company,23 Hayward St.,Ipswich,Massachusetts,1938,United States,978-356-3329,http://www.mercurybrewing.com
851,Metropolitan Brewing,"5121 N Ravenswood Ave,",Chicago,Illinois,60640,United States,,http://www.metrobrewing.com/
852,Mia and Pia's Pizzeria and Brewhouse,3545 Summers Lane (restaurant),Klamath Falls,Oregon,97603,United States,1-541-884-4880,
853,Michigan Brewing,1093 Highview Drive,Webberville,Michigan,48892,United States,1-517-521-3600,http://www.michiganbrewing.com/
854,Mickey Finn's Brewery,412 North Milwaukee Avenue,Libertyville,Illinois,60048,United States,1-847-362-6688,
855,Mickey's Brewing Co.,,Milwaukee,Wisconsin,,United States,,http://www.mickeys.com
856,Microbrouwerij Achilles,Dulft 9A,Itegem,Antwerpen,,Belgium,,
857,Middle Ages Brewing,120 Wilkinson Street,Syracuse,New York,13204,United States,1-888-289-4250,http://www.middleagesbrewing.com/
858,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,99507,United States,1-907-344-1179,http://www.midnightsunbrewing.com/
859,Mikkeller,"Slien 2, 2. tv",KÃƒÂ¸benhavn,,,Denmark,45-4162-3489,http://www.mikkeller.dk/
860,Milagro Brewery and Grill,,Bernalillo,New Mexico,,United States,,
861,Mill Creek Brewpub,11 North Palouse,Walla Walla,Washington,99362,United States,1-509-522-2440,
862,Mill Steakhouse,5798 South Rapp Street,Littleton,Colorado,80120,United States,1-303-798-5280,
863,Miller Brewing,3939 W. Highland Blvd,Milwaukee,Wisconsin,53208,United States,(414) 931-2000,http://www.millerbrewing.com
864,Millrose Brewing,45 South Barrington Road,South Barrington,Illinois,60010,United States,1-847-382-7673,
865,Millstream Brewing,835 48th Avenue,Amana,Iowa,52203,United States,1-319-622-3672,
866,Milly's Tavern,500 Commercial Street,Manchester,New Hampshire,3102,United States,1-603-625-4444,
867,Milwaukee Ale House,233 North Water Street,Milwaukee,Wisconsin,53202,United States,1-414-226-2337,
868,Minhas Craft Brewery,1208 14th Avenue,Monroe,Wisconsin,53566,United States,1-608-325-3191,
869,Minneapolis Town Hall Brewery,1430 Washington Avenue South,Minneapolis,Minnesota,55454,United States,1-612-339-8696,http://www.townhallbrewery.com/
870,Minnesota Brewing,,Saint Paul,Minnesota,,United States,,
871,Minocqua Brewing Company,238 Lake Shore Drive,Minocqua,Wisconsin,54548,United States,1-715-356-2600,http://www.minocquabrewingcompany.com
872,Mishawaka Brewing,3703 North Main Street,Mishawaka,Indiana,46545,United States,1-574-256-9993,
873,Mission Springs Brewing,7160 Oliver Street,Mission,British Columbia,0,Canada,1-604-820-1009,
874,Mississippi Brewing Co.,,Utica,New York,11042,United States,,
875,Moab Brewery,686 South Main Street,Moab,Utah,84532,United States,1-435-259-6333,
876,Mogollon Brewing Company,4366 Huntington Dr,Flagstaff,Arizona,86001,United States,,http://www.mogbrew.com/
877,Mohrenbrauerei August Huber,Doktor-Waibel-Strae 2,Dornbirn,,,Austria,43-0-55-72-/-37-77-0,
878,Molson Breweries of Canada,175 Bloor Street East,Toronto,Ontario,0,Canada,1-416-975-1786,
879,Montana Brewing,113 North Broadway,Billings,Montana,59101,United States,1-406-252-9200,
880,Monte Carlo Casino and Brewpub,,Las Vegas,Nevada,89109,United States,1-702-730-7438,
881,Monteith's Brewing Co.,Cnr Turumaha and Herbert St,Greymouth,,,New Zealand,,http://www.monteiths.com/nz/
882,Moon River Brewing Company,21 W. Bay St.,Savannah,Georgia,31401,United States,912.447.0943,http://www.moonriverbrewing.com/
883,Moonlight Brewing,PO Box 316,Fulton,California,95439,United States,1-707-528-2537,
884,Moorhouse's Brewery (Burnley),4 Moorhouse Street,Burnley,Lancashire,,United Kingdom,44-(01282)-422864,
885,Moose's Tooth Pub and Pizzeria,3300 Old Seward Highway,Anchorage,Alaska,99503,United States,(907) 258-2537,http://www.moosestooth.net/
886,Moosehead Breweries,89 Main Street West,Saint John,New Brunswick,0,Canada,1-506-635-7000,
887,Moosehead Breweries Ltd.,"89 Main Street, PO Box 3100, Station B",Saint John,New Brunswick,,Canada,(506) 635-7000,http://www.moosehead.ca/
888,Moosejaw Pizza & Dells Brewing Company,110 Wisconsin Dells Parkway South,Wisconsin Dells,Wisconsin,53965,United States,1-608-254-1122,
889,Mordue Brewery,21A Oak Road,Wallsend,Tyne and Wear,,United Kingdom,44-(0191)-2961879,
890,Morland and Co.,,Abingdon,Oxford,,United Kingdom,,
891,Mountain Sun Pub & Brewery,1535 Pearl Street,Boulder,Colorado,80302,United States,1-303-546-0886,
892,Moylan's Brewery & Restaurant,15 Rowland Way,Novato,California,94945,United States,1-415-898-4677,http://www.moylans.com/
893,moylans Brewing company,,Novato,California,,United States,,http://www.moylans.com/
894,Mudshark Brewing,210 Swanson Avenue,Lake Havasu City,Arizona,86403,United States,1-928-453-2981,http://www.mudsharkbrewingco.com/
895,Murphy's Wagon Wheel,107 North Lincoln Avenue,Hastings,Nebraska,68901,United States,1-402-463-3011,
897,Myanmar Brewery and Distillery,"No. 45, No. 3 Trunk Road",Yangon,,,Myanmar,95-1-636258,
898,Mythos Breweries S.A.,"Industrial Area, Thessaloniki",,Sindos,570 22,Greece,,http://www.mythosbrewery.gr/
899,Namaqua Brewing,,Loveland,Colorado,,United States,,
900,Namibia Breweries,PO Box 206,Windhoek,,,Namibia,,
901,Nebraska Brewing Company,7474 Towne Center Parkway #101,Papillion,Nebraska,68046,United States,1-402-934-7100,
902,Nelson Brewing,512 Latimer Street,Nelson,British Columbia,0,Canada,1-250-352-3582,
903,Nethergate Brewery Co Ltd,The Street,Pentlow,Essex,,United Kingdom,44-(01787)-283220,
904,New Albanian Brewing,3312 Plaza Drive,New Albany,Indiana,47150,United States,1-812-949-2804,http://www.newalbanian.com
905,New Belgium Brewing,500 Linden Street,Fort Collins,Colorado,80524,United States,1-888-622-4044,http://www.newbelgium.com/
906,New Century Brewing Company,PO Box 1498,Boston,Massachusetts,2117,United States,1-781-963-4007,
907,New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin,53574,United States,608-527-5850,http://www.newglarusbrewing.com/
908,New Holland Brewing Company,66 East Eighth Street,Holland,Michigan,49423,United States,1-616-355-6422,http://newhollandbrew.com
909,New River Brewing,2015 Afond Court,Atlanta,Georgia,30341,United States,1-770-841-2953,
910,New Road Brewhouse,,Collegeville,Pennsylvania,,United States,,
911,New Zealand Breweries Limited,,,,,New Zealand,,http://www.steinlager.co.nz/
912,Niagara Falls Brewing,6863 Lundy's Lane,Niagara Falls,Ontario,0,Canada,1-905-356-2739,
913,Nicolet Brewing,,Florence,Wisconsin,,United States,,
914,Nikenjayamochi Kadoya Honten Co.,,,,,Japan,,
915,Ninkasi Brewing,272 Van Buren St,Eugene,Oregon,97402,United States,877-7-NINKASI,http://www.ninkasibrewing.com/
916,Nodding Head Brewpub,1516 Sansom Street,Philadelphia,Pennsylvania,19102,United States,1-215-569-9525,http://www.noddinghead.com/
917,Nor'Wester Brewery and Public House,,Portland,Oregon,,United States,,
918,Nordsj Grdsbryggeri,,Motala,,,Sweden,,
919,North Coast Brewing Company,455 North Main Street,Fort Bragg,California,95437,United States,1-707-964-2739,http://www.northcoastbrewing.com/home.htm
920,North Country Brewery,141 South Main Street,Slippery Rock,Pennsylvania,16057,United States,(724)-794-BEER,http://www.northcountrybrewing.com
921,Northwest Brewwrks,,Kirkland,Washington,,United States,,
922,Northwoods Brewpub Grill,3560 Oakwood Mall Drive,Eau Claire,Wisconsin,54701,United States,1-715-552-0510,
923,NÃƒÂ¸gne ÃƒËœ - Det KompromisslÃƒÂ¸se Bryggeri A/S,Gamle Rygene Kraftstasjon,Grimstad,Lunde,,Norway,47-37-25-74-00,http://nogne-o.com/
924,O'Fallon Brewery,26 West Industrial Drive,O'Fallon,Missouri,63366,United States,1-636-474-2337,
925,O'Gara's Bar & Grill,146 Snelling Avenue North,Saint Paul,Minnesota,55104,United States,1-651-644-3333,
926,O'Grady's Brewery and Pub #1,,Arlington Heights,Illinois,,United States,,
927,O'Hanlon's Brewing Company Ltd.,Great Barton Farm,Exeter,Devon,,United Kingdom,44-(01404)-822412,
928,O'Hara's Brewpub and Restaurant,,Saint Cloud,Minnesota,,United States,,
929,Oak Creek Brewery,2050 Yavapai Dr,Sedona,Arizona,86336,United States,928-204-1300,http://oakcreekbrew.com/
930,Oaken Barrel Brewing,50 North Airport Parkway,Greenwood,Indiana,46143,United States,1-317-887-2287,http://www.oakenbarrel.com/
931,Oakham Ales,80 Westgate,Peterborough,Cambridge,,United Kingdom,44-(01733)-358300,
932,Oasis Brewery and Restaurant,,Boulder,Colorado,,United States,,
933,Oasis Brewery Annex,,Boulder,Colorado,,United States,,
934,Oconomowoc Brewing,,Oconomowoc,Wisconsin,,United States,,
935,Odell Brewing,800 East Lincoln Avenue,Fort Collins,Colorado,80524,United States,1-888-887-2797,
936,Oggi's Pizza and Brewing - Vista,425 South Melrose Drive,Vista,California,92083,United States,1-760-295-3581,
937,Ohio Brewing,,Niles,Ohio,,United States,,
938,Okanagan Spring Brewery,2801 - 27A Avenue,Vernon,British Columbia,0,Canada,1-800-663-7037,
939,Old City Brewing,603 West 13th Street #1A-345,Austin,Texas,78701,United States,1-512-448-4844,
940,Old Dominion Brewing Co.,1284 McD Drive,Dover,Delaware,19901,United States,(302) 678-4810,http://www.olddominion.com/
941,Old Hat Brewery,114 North Main Street,Lawton,Michigan,49065,United States,1-269-624-6445,
942,Olde Main Brewing,316 Main Street,Ames,Iowa,50010,United States,1-515-232-0553,
943,Olde Peninsula Brewpub and Restaurant,200 East Michigan Avenue,Kalamazoo,Michigan,49007,United States,1-269-343-2739,
944,Oldenberg Brewery,,Fort Mitchell,Kentucky,,United States,,
945,On Tap Bistro & Brewery,,San Diego,California,,United States,,
946,Onion Pub & Brewery,22221 Pepper Road,Lake Barrington,Illinois,60010,United States,1-847-381-7308,
947,Onopa Brewing,,Milwaukee,Wisconsin,,United States,,
948,Orchard Street Brewery,,Bellingham,Washington,,United States,,
949,Oregon Trader Brewing,,Albany,Oregon,,United States,,
950,Oregon Trail Brewery,341 SW Second Street,Corvallis,Oregon,97333,United States,1-503-758-3257,
951,Oriental Brewery,,,,,"Korea, Republic of",,
952,Original Basil T's,183 Riverside Avenue,Red Bank,New Jersey,7701,United States,1-732-842-5990,
953,Orkney Brewery,Quoyloo,Orkney,Scotland,,United Kingdom,44-(01856)-841802,http://www.orkneybrewery.co.uk/
954,Orlando Brewing,1301 Atlanta Avenue,Orlando,Florida,32806,United States,(407) 872-1117,http://www.orlandobrewing.com
955,Orlio Organic,5 Bartlett Bay Road,South Burlington,Vermont,5403,United States,(802) 864-9820,http://www.orlio.net/
956,Oskar Blues Grill and Brew,303 Main Street,Lyons,Colorado,80540,United States,1-303-823-6685,http://www.oskarblues.com/
957,Ostankinskij Pivovarennij Zavod,Ogorodnyj Pr. 20,Moskva,Moskva,,Russia,7-(095)-979-32-36,
958,Ottakringer Brauerei AG,Ottakringerstrasse 91,Wien,,,Austria,0043 (0) 1 491000,http://www.ottakringer.at/
959,Otter Creek Brewing & Wolaver's Organic Ales,793 Exchange Street,Middlebury,Vermont,5753,United States,1-888-473-0727,http://www.ottercreekbrewing.com/
960,Otto's Pub and Brewery,2105 N. Atherton St.,State College,Pennsylvania,16803,United States,814-867-6886,http://www.ottospubandbrewery.com/index.php
961,Oy Sinebrychoff AB,Sinebrychoffinaukio 1,Kerava,,,Finland,358-(09)-294-991,
962,Oyster Bar Bistro and Brewery,,Fort Wayne,Indiana,46825,United States,1-260-490-6755,
963,Pabst Brewing Company,PO Box 1661,San Antonio,Texas,78296,United States,1-800-935-2337,http://www.pabst.com/
964,Pacific Beach Brewhouse,,Pacific Beach,California,,United States,,
965,Pacific Coast Brewing,906 Washington Street,Oakland,California,94607,United States,1-510-836-2739,
966,Pacific Rim Brewing,9832 14th Avenue SW,Seattle,Washington,98106,United States,1-206-764-3844,
967,Palm Breweries,Steenhuffeldorp 3,Steenhuffel,Brabant,1840,Belgium,+32 (0)52 31 74 11,http://www.palmbreweries.com/
968,Palmetto Brewing,289 Huger Street,Charleston,South Carolina,29403,United States,1-843-937-0903,
969,Panther Brewing Company,Utica NY 13502,Utica,New York,13502,United States,1-800-568-2553,
970,Paper City Brewing Company,108 Cabot St.,Holyoke,Massachusetts,1040,United States,,
971,Park City Brewing,375 West 910 South,Heber City,Utah,84032,United States,1-435-654-5467,
972,Paulaner,,Munich,,,Germany,,http://www.paulaner.com/
973,Pearl Street Brewery,1401 Saint Andrew Street,La Crosse,Wisconsin,54603,United States,1-608-784-4832,
974,Pelican Pub & Brewery,33180 Cape Kiwanda Drive,Pacific City,Oregon,97135,United States,1-503-965-7007,http://www.pelicanbrewery.com/
975,Penn Brewery,800 Vinial St.,Pittsburgh,Pennsylvania,15212,United States,412-237-9400,http://www.pennbrew.com/
976,Pennichuck Brewing Company,"127 Elm St., Unit C",Milford,New Hampshire,3055,United States,(603) 672-2750,http://www.pennichuckbrewing.com/
977,Pennsylvania Brewing,800 Vinial Street,Pittsburgh,Pennsylvania,15212,United States,1-412-237-9402,
978,Pete's Brewing,14800 San Pedro Avenue,San Antonio,Texas,78232,United States,1-210-490-9128,http://www.peteswicked.com/
979,Pete's Place,120 SW Eighth Street,Krebs,Oklahoma,74554,United States,1-918-423-2042,
980,PH Woods Diner and Brewery,23060 Alessandro Boulevard,Moreno Valley,California,92553,United States,1-951-653-3850,
981,Philadelphia Brewing Co,2423 Amber St,Philadelphia,Pennsylvania,19125,United States,215-427-BREW (2739),http://philadelphiabrewing.com/index.htm
982,Phoenix Beverages Ltd,,Pont Fer,Phoenix,,Mauritius,,http://www.phoenixbeveragesgroup.com/
983,Piece,1927 West North Avenue,Chicago,Illinois,60622,United States,1-773-772-4422,
984,Pike Pub and Brewery,1415 First Avenue,Seattle,Washington,98101,United States,1-206-622-6044,
985,Pinehurst Village Brewery,,Aberdeen,North Carolina,,United States,,
986,Pinnacle Peak Patio Steakhouse & Microbrewery,10426 East Jomax Road,Scottsdale,Arizona,85255,United States,1-480-563-5133,
987,Pint's Pub Brewery and Freehouse,211 West 13th Avenue,Denver,Colorado,80204,United States,1-303-534-7543,
988,Pivara Skopje,,Skopje,,,"Macedonia, the Former Yugoslav Republic of",,http://www.pivaraskopje.com.mk/
989,Pivovar Herold Beznice,Nadrazni ul.,Beznice,,,Czech Republic,420-318-682-047,
990,Pivovar Hradec Krlov,,Hradec Krlov,,,Czech Republic,,
991,Pivovar Klter Hradit,CZ-294 15 Klter Hradit nad Jizerou,Klter Hradit nad Jizerou,,,Czech Republic,420-329-774-421,
992,Pivovar Nchod,Dobroovsk 130,Nchod,,,Czech Republic,420-491-407-111,
993,Pivovar Pardubice a.s.,Palackho 250,Pardubice,,,Czech Republic,420-466-511-321-4,
994,Pivovar Podkov,Dkansk 201/10,Praha,,,Czech Republic,420-326-356-222,
995,Pivovar Starobrno,Hlinky 12,Brno,,,Czech Republic,420-543-516-111,
996,Pivovar v Hurbanove,Novozamocka Cesta 2,Hurbanovo,,,Slovakia,421-35---765-41-11,
997,Pivovar Velk Popovice,Ringhofferova 1,Velk Popovice,,,Czech Republic,420-204/623-111,
998,Pivovary Staropramen,Nadrazni 84,Praha,,150 54,Czech Republic,,http://www.staropramen.com
999,Pivzavod Baltika /,"Promzona Parnas-4, 6 Proyezd, 9 Kvartal",Sankt-Peterburg,Sankt-Peterburg,,Russia,7-812-329-91-01,
1000,Pizza Beer,5N404 Harvest Lane,St Charles,Illinois,60175,United States,(630) 377-6888,http://www.mammamiapizzabeer.com/
1001,Pizza Port Brewing - Solana Beach,135 North Highway 101,Solana Beach,California,92075,United States,1-858-481-7332,http://www.pizzaport.com
1002,Pizzeria Uno Chicago Grill & Brewery,61 US Highway 1 South,Metuchen,New Jersey,8840,United States,1-732-548-7979,
1003,Platte Valley Brewing,14 East Railroad,Kearney,Nebraska,68847,United States,1-308-237-0751,
1004,Pleasanton Main Street Brewery,830 Main Street,Pleasanton,California,94566,United States,1-925-462-8218,
1005,Plzesk Prazdroj,U Prazdroje 7,Plze,,,Czech Republic,420-019/706-1111,
1006,Plzesk Prazdroj Pivovar Radegast,CZ-739 51 Noovice,Noovice,,,Czech Republic,420-558-602-175,
1007,Pokka Beer Works,,Nagoya,Chubu,,Japan,,
1008,Pony Express Brewing,,Olathe,Kansas,,United States,,
1009,Port Brewing Company,155 Mata Way Suite 104,San Marcos,California,92069,United States,(760) 891-0272,http://www.portbrewing.com/
1010,Port Washington Brewing,,Port Washington,Wisconsin,53074,United States,1-262-377-2337,
1011,Porterhouse Restaurant and Brewpub,5775 Lower Mountain Road,Lahaska,Pennsylvania,18931,United States,1-215-794-9373,
1012,Portland Brewing,2730 NW 31st Avenue,Portland,Oregon,97210,United States,1-503-226-7623,
1013,Portsmouth Brewery,56 Market Street,Portsmouth,New Hampshire,3801,United States,1-603-431-1115,http://www.portsmouthbrewery.com/
1014,Prairie Rock Brewing - Elgin,127 South Grove Avenue,Elgin,Illinois,60120,United States,1-847-622-8888,
1015,Prescott Brewing Company,130 W Gurley St,Prescott,Arizona,86301,United States,(928) 771-2795,http://prescottbrewingcompany.com/
1016,Pripps Ringnes Bryggerier,,Bromma,,,Sweden,,
1017,Privat-Brauerei Schmucker Ober-Mossau KG,,Mossautal,Hessen,,Germany,,
1306,Umpqua Brewing,,Roseburg,Oregon,,United States,,
1018,Privatbrauerei Bolten,Rheydter-Strae 138,Korschenbroich,Nordrhein-Westfalen,,Germany,49-(0)2161-/-61790-0,
1019,Privatbrauerei Erdinger Weissbru,Franz-Brombach-Strae 1-20,Erding,Bayern,,Germany,49-(0)8122-/-4090,
1020,Privatbrauerei Frankenheim,Wielandstrae 14-16,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-16902-0,
1021,Privatbrauerei Gaffel,Eigelstein 41,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-160060,
1022,Privatbrauerei Hofmhl,Hofmhlstrae 10,Eichsttt,Bayern,,Germany,49-(0)8421-/-9808-0,
1023,Private Weissbierbrauerei G. Schneider & Sohn GmbH,Emil-Ott-Strasse 1-5,Kelheim,,93309,Germany,0 94 41 / 7 05 - 0,http://www.schneider-weisse.de
1024,Privater Brauereigasthof Greifenklau,Laurenziplatz 20,Bamberg,Bayern,,Germany,49-(0)951-/-53219,
1025,Pug Ryan's Steakhouse and Brewery,104 Village Place,Dillon,Colorado,80435,United States,1-970-468-2145,
1026,Pugsley Brewing LLC,,Portland,Maine,,United States,,
1027,Pumphouse Brewery & Restaurant,540 Main Street,Longmont,Colorado,80501,United States,1-303-702-0881,
1028,Pumphouse Pizza and Brewing,,Lake Delton,Wisconsin,,United States,,
1029,"Pyramid Alehouse, Brewery and Restaurant - Berkeley",901 Gilman Street,Berkeley,California,94710,United States,1-510-528-9880,
